field.header.stamp,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z
1777262424.7733352,0.0,0.0,0.0,1.0,0.0038179077387375,-0.040317105721069,0.002443460952792,-0.1280160091,0.1136590735,10.1024970172
1777262424.874781,-0.008970893436289162,0.0021801761027550647,-0.014171457599348585,0.999856959616037,-0.1774563516965234,0.0404698220306185,-0.279776279094691,0.8027919822999999,1.2478569859,9.9840522985
1777262424.975799,-0.02677068304562617,-0.006444084813323474,-0.12720719475691866,0.9914938899974446,-0.3313943917224233,-0.2345722514680379,-2.240348261091221,0.6963113766000001,1.0313065406,10.5104732705
1777262425.07681,-0.030192598337128757,-0.011802548577847558,-0.25368525497813665,0.9667434500731817,-0.0096211275016187,-0.1837177203880531,-2.549751504238516,0.9667003304,0.9475577496,9.499505722
1777262425.1778228,-0.014051581676746937,-0.02746201791111389,-0.37367669806972564,0.9270459082183248,0.4644102973400412,-0.2307543437293003,-2.513557738875284,1.4033904549,1.2000005339,10.1587283483
1777262425.2787662,-0.025038049604151798,-0.018613331673195066,-0.396200984734311,0.9176335977129465,-0.2547308043285724,0.0736092612028608,-0.4772384673421995,-0.7501498851,-0.6532405698,9.5545406418
1777262425.379819,-0.0038502951351826447,-0.03389270870466461,-0.41277064524298873,0.91019605247975,0.5172501404441695,-0.1078177145419497,-0.3747658236344824,0.0861416135999999,-0.2691925425,8.8618184991
1777262425.4807153,-0.0101184761460312,-0.03925529290941692,-0.5481437614627552,0.8354011342992899,0.0514653963181827,-0.1172861257340189,-3.074179311231512,1.2071790017,0.2476571390999999,9.7351987481
1777262425.581668,-0.00976597647606536,-0.04631313425965165,-0.5598546658576763,0.8272378572187725,0.0954476934684399,-0.1081231471610487,-0.2886338250485623,-0.3613162126,-0.0658026215,10.0438728635
1777262425.682702,-0.01507292170779523,-0.05003524243857453,-0.5621959401266301,0.8253514442044904,-0.0426078503643115,-0.1191187214486129,-0.0594066444147569,-0.0550349198,0.6999006105000001,8.9682991048
1777262425.7836175,-0.0201364496215625,-0.052168099167765034,-0.5495462021939733,0.8335898178840964,-0.0755945732270044,-0.0952949771588903,0.3022255765984681,0.4043870194,0.0586241537,11.0584296459
1777262425.8845494,-0.04030535251689835,-0.033573486579939964,-0.5095089304577504,0.8588649191468671,-0.5856670471223472,0.1032362252554646,0.9699012819488988,-0.6293123438,0.7381857721,10.6325072231
1777262425.9855585,-0.04152746928779401,-0.0332908697019094,-0.5051962213994884,0.861361692422365,-0.0287106661953067,-0.0056505034533316,0.100334615374024,-0.5335994398,0.0514456858999999,10.1587283483
1777262426.0867078,-0.03668198480045938,-0.03224007177210345,-0.4415083973333138,0.8959270867918869,0.0067195176201781,0.0908662041819547,1.4329371325029945,-0.4438685923,0.3493520996,9.7340023368
1777262426.1880677,-0.05089760479960101,-0.023905041364725314,-0.47386646730235604,0.8787994958973291,-0.2930625980254979,-0.000916297857297,-0.7101308394051928,0.1124626622,0.4965106894999999,10.666006739499998
1777262426.2893407,-0.05359933798908778,-0.03172745473761969,-0.5019897052429318,0.8626278545312099,0.060322942272054,-0.18157969205436,-0.638965039155124,0.1639083481,-0.1986042757999999,10.0331051618
1777262426.3906684,-0.057077787049705814,-0.03294429532789208,-0.4535302839853809,0.8888009232325293,-0.1091921613278952,-0.0177150919077424,1.0960449536367889,0.0646062102,-0.8697910151,10.4111711326
1777262426.491876,-0.02950972289909782,-0.04167243946696711,-0.4575019622936286,0.8877412565273566,0.5705481324769462,0.0928515162060983,-0.1117883385902368,-0.0861416135999999,-0.1974078645,9.7651090306
1777262426.5931692,-0.0025889257350779522,-0.0515882651100786,-0.47173118523540863,0.8802281733975954,0.5791002458117185,0.0766635873938509,-0.3457497248200766,-0.2823530668,0.1040877831,9.7292166916
1777262426.694345,-0.006037946256470486,-0.054256679041604604,-0.46932988853712315,0.8813337686201023,-0.0377209284587274,-0.0798706298943905,0.0523816941754798,0.3840480273,-1.1988041226,10.2113704455
1777262426.7956865,-0.017867183372960744,-0.0532289083459869,-0.49361799504734866,0.8678644606388991,-0.1858557487217461,-0.0865901475145686,-0.5404630194956941,0.3266202849,-0.9631110965,9.8129654826
1777262426.8971388,0.006139913939845032,-0.06482073570987128,-0.35999715420478434,0.9306785818118408,0.3633121004182696,-0.06154467274845,2.896875675844538,-0.1351944769,-0.5659025448999999,9.7555377402
1777262426.9986763,-0.013402388098560076,-0.06223992846484938,-0.304202377355707,0.9504775015270387,-0.4534147230524769,-0.10155634585042,1.1945469732962188,-0.3337987527,-0.0155533468999999,8.2612200265
1777262427.1032245,-0.013114203847699563,-0.06671070755993826,-0.270396647938886,0.96034543365276,-0.0143553330976533,-0.0844521191808756,0.675616953447005,0.0646062102,-0.4582255279,9.8261260069
1777262427.2048604,-0.005433726642494705,-0.07129155770157386,-0.23287796965647056,0.969874135990819,0.1171334094244694,-0.0555887366760194,0.755029434412747,-0.6484549246,0.1423729447,9.1740818484
1777262427.3066576,0.01387807061252924,-0.07933118843965391,-0.15759606089021824,0.984214124715101,0.2953533426687404,-0.1088867287087962,1.4865405571548704,0.155533469,-0.1363908882,9.8608219346
1777262427.4117897,-0.01236528184742237,-0.07881055792969988,-0.1438623011957578,0.9863770242956312,-0.5203044666351596,-0.0697913534641232,0.3051271864799087,-0.2356930260999999,-0.8997012976000001,10.097711372
1777262427.5179653,-0.01259180357988288,-0.0852898974855638,-0.07583143106467367,0.9933864675604309,-0.0991128848976279,-0.1177442746626674,1.3016011062904211,-0.1459621786,1.112662509,9.2039921309
1777262427.6196728,0.008233502751772792,-0.0925460809679383,-0.04194333792917637,0.9947905250520187,0.3620903699418736,-0.120645884544108,0.6368270108214309,-0.5048855686,0.1722832271999999,9.4205425762
1777262427.7214906,-0.0093367438790112,-0.09228376889228765,0.0805952738572681,0.9924217515979004,-0.5749769054538819,0.0177150919077424,2.4723243352969178,-0.7680960546,0.1004985492,10.0450692748
1777262427.82293,0.024275391126147572,-0.08497928887234911,0.07630288122855011,0.9931601563517558,0.6878342582109652,0.0917825020392518,-0.1472185224057217,-0.2859423007,0.7322037156,9.8536434668
1777262427.9270833,0.019849798344736668,-0.0904004187117115,0.027517880238178652,0.9953273411645125,-0.0064140850010791,-0.0833831050140291,-0.9425650625395378,-0.4833501651999999,-0.6771687957999999,8.745766603
1777262428.0289693,0.01077006541580973,-0.10421211483861195,0.004738401443889661,0.9944854892674702,-0.139735423237796,-0.2634356339728941,-0.4390593899548235,0.5970092387,0.7022934331,10.9172531125
1777262428.1319363,0.02349204476203899,-0.10640219321748826,0.01966352783263444,0.9938511170112866,0.219758769441736,-0.0500909495322372,0.2675589743307307,0.2081755662,0.035892339,11.1015004527
1777262428.233065,0.015036626072134563,-0.11541324929833464,0.054549386562251556,0.9917046163996865,-0.2551889532572209,-0.1838704366976026,0.7212791300023066,-0.5611168997,-1.5146567058,10.7521483531
1777262428.3344817,0.032365498653604885,-0.12330607569925002,0.013146718399483894,0.9917536236323409,0.4457789075750017,-0.1510364301444593,-0.8791877940764936,0.4019941968,0.3230310509999999,9.5629155209
1777262428.4355292,0.038768544413677664,-0.1207320204413885,0.023273073232904257,0.9916547500347491,0.1047633883509596,0.0426078503643115,0.1905899543177807,-0.6149554081999999,-0.7154539574000001,10.4004034309
1777262428.537284,0.03173891524334126,-0.1178398459802164,0.0603370657735952,0.9906895832965882,-0.2298380458720032,0.0398589567924205,0.7635815477475192,-0.2189432679,-0.4606183505,9.966106129
1777262428.6389322,0.01944039179736106,-0.11760481228411362,0.08625258111209348,0.9891166117025258,-0.3090978105281958,0.0132863189308068,0.5519167427119068,0.586241537,-0.442672181,10.2460663732
1777262428.7408807,0.034067717150540626,-0.11900772363559652,0.09926221773274643,0.9873315372730687,0.2579378468291119,-0.0581849139383609,0.2270891523001122,0.5886343596,0.1375872994999999,9.320044027
1777262428.842745,0.03945822183362775,-0.12225630250663498,0.07718009582555763,0.9887060625056832,0.1580613803837365,-0.06154467274845,-0.4590652265058085,-0.2608176634,-0.4295116567,9.8285188295
1777262428.9450526,0.029340490848134476,-0.12720072626059245,0.04556981245487315,0.9903951246994283,-0.1267545369260881,-0.0685696229877272,-0.6097962240311688,-0.8231309743999999,-0.6496513358999999,9.3140619705
1777262429.0467973,0.04576357038192063,-0.13021849803829094,0.04702346428157901,0.9893116961814964,0.3252857393404431,-0.0745255590601578,-0.0154243472644998,-0.1459621786,0.753739119,9.7555377402
1777262429.147993,0.06331741717140067,-0.1276867025787561,0.06485106131289874,0.9876645941380594,0.3103195410045918,0.0155770635740493,0.3165809096961214,0.0251246373,-0.4055834306999999,10.6157574649
1777262429.2493727,0.03084657452375028,-0.12893967431877373,0.08255313538370333,0.9877287224056205,-0.7058547827378068,0.0064140850010791,0.4453207586463532,0.2440679052,-0.1998006870999999,10.0570333878
1777262429.3510563,0.036735517192087244,-0.1279036732487217,0.17004737776208656,0.9764092592055609,-0.1160643952576229,-0.0250454747661186,1.7663168362495614,-0.4833501651999999,-0.909272588,10.612168230999998
1777262429.4533625,0.08105325483506359,-0.11866522782037565,0.2799358741183508,0.949202212370249,0.6029239901014412,-0.0850629844190736,2.151161936314311,-0.7310073043,-0.6293123438,10.1156575415
1777262429.5544372,0.06325336217132646,-0.13118161627818425,0.30293443707373024,0.9418179880207685,-0.4902193536539073,-0.1521054443113058,0.5474879697349713,0.0334995164,-0.0550349198,9.3176512044
1777262429.6561086,0.07001330673317732,-0.12935778637733816,0.34205699360846015,0.9280957456574094,0.0187841060745889,-0.0265726378616136,0.8211555964476821,-0.4953142781999999,-0.1363908882,9.8524470555
1777262429.7571602,0.07498301919664811,-0.12967967680154227,0.36226100495686103,0.9199607016304814,0.0270307867902621,-0.0508545310799847,0.4306599929296008,0.2177468566,-0.0514456858999999,9.607182739
1777262429.8587234,0.07861428156812877,-0.12809835506447276,0.39552266493929344,0.9060752880873767,-0.0294742477430542,-0.0143553330976533,0.7220427115500541,-0.753739119,-0.933200814,9.0951187026
1777262429.9600024,0.0952607092686215,-0.12535175693574854,0.4184183003732637,0.8945045892646439,0.2545780880190229,-0.0998764664453755,0.4703662334124718,-0.6173482308,-0.777667345,10.2448699619
1777262430.0614004,0.09271137471400777,-0.13964012878658888,0.3992211832763284,0.9014031740872406,-0.0980438707307814,-0.2264782870619142,-0.397978702686007,-0.1878365741,-0.3026920589,8.3880396243
1777262430.1630282,0.1067213449879773,-0.1264038162517437,0.40228667077812097,0.9004432598866006,0.3596469089890815,0.1273654021642862,0.0096211275016187,0.5563312545,-0.1830509289,10.2975120591
1777262430.264351,0.10812869034037859,-0.12707100583843672,0.3755060868549787,0.911677752572335,0.1171334094244694,0.0062613686915296,-0.599869663910451,0.9391828705,-0.4139583098,10.4518491168
1777262430.365795,0.10465981775564595,-0.13959622838734928,0.27965686023833686,0.9441140058748294,0.1902845216986817,-0.0959058423970884,-2.0622810441565,-0.1064806057,-0.6424728680999999,9.6000042712
1777262430.467162,0.12190159878587475,-0.13837763183660998,0.27966763495611047,0.94221953130828,0.3491094836301658,-0.0711658002500687,-0.0529925594136778,-0.5814558918,-1.387837108,10.4542419394
1777262430.568783,0.11852490391249257,-0.13682184572515313,0.3194236693743778,0.930161356501282,-0.2020436775339935,-0.0135917515499058,0.8649851772883898,0.2488535503999999,-0.0634097989,10.7653088774
1777262430.6698527,0.11997110679206202,-0.13425522507725915,0.4145874372089016,0.8920200249899646,-0.317344491243869,-0.0917825020392518,2.1125247099982865,-1.8221344099,-0.4821537539,9.9912307663
1777262430.771363,0.12309229275856838,-0.1363303329272793,0.41618338871959476,0.8905356336167861,0.0348193185772868,-0.0658207294158361,0.0316122760767473,0.3984049629,-0.3278166962,9.9349994352
