timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,roll,pitch,yaw
1776135943.2600996,-0.0897308475,0.0023928226,10.0295159279,0.005039638215133627,-0.04184426881656405,0.0012217304763960308,0.0,0.0,0.0
1776135943.3614972,-0.08135596839999999,0.011964113,10.0534441539,0.004428772976935611,-0.04184426881656405,0.0013744467859455344,0.00044906657145187847,-0.004242904847510852,0.0001393654876919623
1776135943.4624758,-0.0849452023,0.0167497582,10.0438728635,0.004123340357836604,-0.04214970143566306,0.0012217304763960308,0.0008654357612999024,-0.008499123232623985,0.0002627341365358212
1776135943.5634403,-0.08374879099999999,0.0179461695,10.0654082669,0.004734205596034618,-0.04260785036431157,0.0012217304763960308,0.0013434226809381441,-0.012801005509368161,0.00038608559966827076
1776135943.6643019,-0.09092725880000001,0.021535403399999997,10.0534441539,0.004581489286485115,-0.04260785036431157,0.0012217304763960308,0.0018055187888291813,-0.017098499312754808,0.0005093112284392141
1776135943.7651405,-0.10648060570000001,0.0047856452,10.064211855599998,0.004276056667386108,-0.04169155250701455,0.0013744467859455344,0.0022367106183574224,-0.021302619650655157,0.0006479086022161487
1776135943.8659413,-0.1004985492,0.0131605243,10.0546405652,0.00519235452468313,-0.04169155250701455,0.0015271630954950383,0.0027601038624179997,-0.025505159522082734,0.0008018477916457303
1776135943.9668224,-0.09092725880000001,0.0131605243,10.060622621699999,0.005039638215133627,-0.04214970143566306,0.0013744467859455344,0.0032685081076555007,-0.029757267754978195,0.0009405034948923214
1776135944.0676343,-0.0825523797,0.0131605243,10.063015444300001,0.004734205596034618,-0.04245513405476207,0.0015271630954950383,0.0037457726448480583,-0.034037252959479194,0.0010944597972125014
1776135944.1686828,-0.0873380249,0.0191425808,10.061819033,0.005039638215133627,-0.04199698512611356,0.0015271630954950383,0.0042550203735400305,-0.038280984031912296,0.0012487772907555234
1776135944.2697031,-0.0945164927,0.0323031051,10.0654082669,0.004581489286485115,-0.04214970143566306,0.0016798794050445422,0.004717843961333526,-0.04253896103961245,0.0014184792729464717
1776135944.3705783,-0.09092725880000001,0.0191425808,10.0785687912,0.004581489286485115,-0.04153883619746504,0.0022907446432425577,0.005180002331018017,-0.04672919692475184,0.001649558457788717
1776135944.471593,-0.08135596839999999,0.011964113,10.066604678200001,0.004886921905584123,-0.04245513405476207,0.00198531202414355,0.005673652861472966,-0.051017785908079205,0.0018501039857860401
1776135944.572616,-0.0849452023,0.015553346899999999,10.0821580251,0.004428772976935611,-0.04169155250701455,0.000916297857297023,0.006121061667161135,-0.05522959983748852,0.0019426713248939373
1776135944.6734993,-0.10169496049999999,0.0179461695,10.066604678200001,0.004428772976935611,-0.04245513405476207,0.0022907446432425577,0.0065678506585159935,-0.05951261154771786,0.002173769079043002
1776135944.7750738,-0.0933200814,0.021535403399999997,10.0773723799,0.004886921905584123,-0.04245513405476207,0.0022907446432425577,0.007064236921200727,-0.06382496720479147,0.0024064501396764706
1776135944.8759527,-0.0981057266,0.010767701699999998,10.063015444300001,0.005039638215133627,-0.04276056667386108,0.0016798794050445422,0.007572630352547786,-0.06813860844046349,0.0025759146167921567
