%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1776135944269703168,10,1776135944269703168,base_link,0.002373469621134685,-0.021266139687262167,0.0007592463865755953,0.999770744465792,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0045814892864851,-0.042149701435663,0.0016798794050445,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0945164927,0.0323031051,10.0654082669,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135944370578176,11,1776135944370578176,base_link,0.0026085592909175937,-0.023360250815302464,0.0008850599980511777,0.9997233171078245,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0045814892864851,-0.041538836197465,0.0022907446432425,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0909272588,0.0191425808,10.0785687912,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135944471592960,12,1776135944471592960,base_link,0.0028594928920345,-0.025503389690606882,0.0009971035150279912,0.9996701486986943,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0048869219055841,-0.042455134054762,0.0019853120241435,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0813559683999999,0.011964113,10.0666046782,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135944572616192,13,1776135944572616192,base_link,0.003086177444063069,-0.02760817631157379,0.0010554656602370384,0.9996135003599006,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0044287729769356,-0.0416915525070145,0.000916297857297,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0849452023,0.0155533468999999,10.0821580251,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135944673499136,14,1776135944673499136,base_link,0.003314800457653852,-0.02974816908399265,0.0011841001519646648,0.9995512275220847,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0044287729769356,-0.042455134054762,0.0022907446432425,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.1016949604999999,0.0179461695,10.0666046782,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135944775073792,15,1776135944775073792,base_link,0.0035687012851609557,-0.03190259734065845,0.0013153038689401183,0.9994837460558275,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0048869219055841,-0.042455134054762,0.0022907446432425,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0933200814,0.0215354033999999,10.0773723799,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135944875952640,16,1776135944875952640,base_link,0.003827976782034273,-0.03405756761077209,0.0014161720757646379,0.9994115384259108,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0050396382151336,-0.042760566673861,0.0016798794050445,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0981057266,0.0107677016999999,10.0630154443,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135944976864768,17,1776135944976864768,base_link,0.004033381419662022,-0.03614384704127455,0.0015082240421907518,0.999337320135508,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0039706240482871,-0.0413861198879155,0.001527163095495,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0969093152999999,0.0179461695,10.0821580251,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135945077663232,18,1776135945077663232,base_link,0.004299806632893733,-0.03825831362344173,0.001588089334368055,0.9992573697871215,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0051923545246831,-0.0419969851261135,0.001221730476396,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0909272588,0.023928226,10.064211855599998,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135945178460928,19,1776135945178460928,base_link,0.004528587909994041,-0.04036485799708689,0.0016828367886648498,0.999173327401587,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0044287729769356,-0.041844268816564,0.001527163095495,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0981057266,0.0179461695,10.0701939121,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135945279243776,20,1776135945279243776,base_link,0.004780044329891094,-0.04249396593747802,0.0017642004663921912,0.9990837310415094,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0048869219055841,-0.0423024177452125,0.001221730476396,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0801595571,0.0143569356,10.0725867347,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135945380088320,21,1776135945380088320,base_link,0.0050415166807359305,-0.044562369299654826,0.0018928423381023667,0.9989920898084439,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0050396382151336,-0.0410806872688165,0.002138028333693,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.095712904,0.0131605243,10.0713903234,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135945481031936,22,1776135945481031936,base_link,0.005264790505735351,-0.04664806381984935,0.002013217187396751,0.9988954835613916,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0042760566673861,-0.0413861198879155,0.0019853120241435,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0993021378999999,0.0107677016999999,10.0582297991,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135945581977344,23,1776135945581977344,base_link,0.005488093910841893,-0.04876437038148721,0.002126930631652979,0.9987929681233298,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0042760566673861,-0.0419969851261135,0.001832595714594,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.1064806057,0.0179461695,10.0701939121,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135945683128832,24,1776135945683128832,base_link,0.0057499328537365625,-0.05086930761959687,0.0022282161016766197,0.9986862805042854,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0050396382151336,-0.0416915525070145,0.001527163095495,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.1028913717999999,0.0191425808,10.0689975008,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135945784175616,25,1776135945784175616,base_link,0.00601340664726024,-0.05298701556800666,0.002361350204410345,0.9985743032678653,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0050396382151336,-0.0419969851261135,0.002138028333693,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0981057266,0.011964113,10.0785687912,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135945885195520,26,1776135945885195520,base_link,0.006236110401573736,-0.05509654246999007,0.0024471097773090147,0.998458558773798,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0042760566673861,-0.041844268816564,0.001221730476396,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0933200814,0.0131605243,10.059426210400002,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135945986216960,27,1776135945986216960,base_link,0.006430415370595264,-0.057213343972748874,0.0025705438224373424,0.9983379564726937,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.003665191429188,-0.0419969851261135,0.0019853120241435,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0921236701,0.0203389920999999,10.064211855599998,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135946087652096,28,1776135946087652096,base_link,0.006680494331084818,-0.059361510387726156,0.002706333627836086,0.9982105278137849,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0047342055960346,-0.042455134054762,0.002138028333693,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0933200814,0.0203389920999999,10.059426210400002,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135946189029632,29,1776135946189029632,base_link,0.006897057243098185,-0.061516245833272566,0.0027948263118733004,0.9980783391326816,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0041233403578366,-0.0426078503643115,0.001221730476396,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0825523797,0.0179461695,10.0570333878,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135946292780032,30,1776135946292780032,base_link,0.007126213027843986,-0.06368949952829082,0.002878675641905639,0.9979401675272253,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0042760566673861,-0.0419969851261135,0.0010690141668465,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0945164927,0.0155533468999999,10.0630154443,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135946394767616,31,1776135946394767616,base_link,0.007365666246077303,-0.0658489352818412,0.002939890083433731,0.9977980866534554,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0045814892864851,-0.042455134054762,0.000610865238198,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0837487909999999,0.0155533468999999,10.0654082669,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135946496254976,32,1776135946496254976,base_link,0.007582844966557985,-0.06797408934923971,0.0030309591579932103,0.9976536658209287,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0041233403578366,-0.0419969851261135,0.001221730476396,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0885344362,0.0167497582,10.059426210400002,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135946597283072,33,1776135946597283072,base_link,0.007837651774281367,-0.07007377468985167,0.003125056128893933,0.9975061259659371,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0048869219055841,-0.0416915525070145,0.001221730476396,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.095712904,0.0263210486,10.064211855599998,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135946698812672,34,1776135946698812672,base_link,0.008081801717051742,-0.072198662204424,0.003266024843760082,0.9973521798936511,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0045814892864851,-0.0419969851261135,0.002138028333693,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0945164927,0.0215354033999999,10.0654082669,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135946799834624,35,1776135946799834624,base_link,0.008362412295440168,-0.07432022728281715,0.0033947649897263276,0.9971935867462727,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0053450708342326,-0.042149701435663,0.001832595714594,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0933200814,0.0179461695,10.0570333878,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135946901343232,36,1776135946901343232,base_link,0.00861303714683302,-0.07640541385097528,0.00351475583882569,0.9970334371608415,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0047342055960346,-0.041233403578366,0.0016798794050445,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0909272588,0.0227318147,10.061819033,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135947002458368,37,1776135947002458368,base_link,0.008839909213255566,-0.07851299872148625,0.003633676043579731,0.9968672737306966,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0042760566673861,-0.041844268816564,0.0016798794050445,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0909272588,0.011964113,10.0678010895,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135947104204800,38,1776135947104204800,base_link,0.009138155694006654,-0.08064081906139109,0.003759918953783005,0.9966942436981769,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0056505034533316,-0.0419969851261135,0.0016798794050445,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.095712904,0.0179461695,10.0678010895,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135947205355264,39,1776135947205355264,base_link,0.009371402277857344,-0.0827639012854714,0.003858453791713809,0.9965176495164009,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0044287729769356,-0.042149701435663,0.001221730476396,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0909272588,0.0155533468999999,10.0582297991,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135947306809088,40,1776135947306809088,base_link,0.0095829182257176,-0.0848620785012833,0.003963665504521948,0.99633873992056,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0039706240482871,-0.041538836197465,0.0013744467859455,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0969093152999999,0.0179461695,10.0630154443,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135947408455936,41,1776135947408455936,base_link,0.009793007467944622,-0.08697178136285527,0.0040467585318463275,0.9961544207584934,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0039706240482871,-0.0416915525070145,0.000916297857297,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0969093152999999,0.0143569356,10.0713903234,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135947510285568,42,1776135947510285568,base_link,0.010026757133794247,-0.08912266161183525,0.004217757278616297,0.9959612572043859,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0042760566673861,-0.042455134054762,0.0025961772623415,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.1016949604999999,0.0203389920999999,10.0546405652,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135947612223232,43,1776135947612223232,base_link,0.010289294454789905,-0.09125225867365654,0.0043614174939072044,0.995765099681658,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0048869219055841,-0.0419969851261135,0.0019853120241435,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0993021378999999,0.0143569356,10.0689975008,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135947713318656,44,1776135947713318656,base_link,0.01054848404425294,-0.0933562606990502,0.0044894332405204344,0.9955667647434993,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0048869219055841,-0.041844268816564,0.0016798794050445,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0969093152999999,0.0167497582,10.0666046782,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135947814916608,45,1776135947814916608,base_link,0.010781645827875204,-0.09550173902102523,0.0045708389023469236,0.9953603776466747,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0044287729769356,-0.042455134054762,0.0007635815477475,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.107677017,0.0071784678,10.0725867347,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135947915944192,46,1776135947915944192,base_link,0.011016533792401032,-0.09763435651239871,0.004683415299239761,0.9951503575001849,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0044287729769356,-0.042455134054762,0.0013744467859455,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.1028913717999999,0.0143569356,10.061819033,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135948017377024,47,1776135948017377024,base_link,0.011264859418279807,-0.09977447535728332,0.0048443615332666706,0.9949345150163402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0045814892864851,-0.042455134054762,0.0022907446432425,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.095712904,0.0179461695,10.0630154443,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135948118564352,48,1776135948118564352,base_link,0.011525106653995077,-0.10189378245281273,0.004976502903751833,0.9947160717676787,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0048869219055841,-0.042149701435663,0.0016798794050445,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0981057266,0.0251246373,10.0630154443,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135948220104704,49,1776135948220104704,base_link,0.011713819084204302,-0.10401296663867386,0.00507191302296578,0.9944940245731856,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0035124751196385,-0.0419969851261135,0.0010690141668465,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0981057266,0.0203389920999999,10.0678010895,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135948321130496,50,1776135948321130496,base_link,0.011944932695807703,-0.1061201549405843,0.0052176554269731095,0.9942678750568804,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0042760566673861,-0.0419969851261135,0.0019853120241435,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0945164927,0.0179461695,10.0689975008,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135948423073280,51,1776135948423073280,base_link,0.012199105268327666,-0.10824609326466751,0.005344889108310425,0.9940349074776043,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0047342055960346,-0.0419969851261135,0.001527163095495,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0981057266,0.0167497582,10.0666046782,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135948524116480,52,1776135948524116480,base_link,0.01243588114232943,-0.11036047369450563,0.005470338599517592,0.9937987674080426,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0044287729769356,-0.042149701435663,0.001527163095495,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0981057266,0.0215354033999999,10.0821580251,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135948625599488,53,1776135948625599488,base_link,0.012713175565335591,-0.1124677835442801,0.005609100009350452,0.9935582070662831,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0051923545246831,-0.041844268816564,0.0016798794050445,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0777667345,0.0215354033999999,10.0821580251,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135948726624512,54,1776135948726624512,base_link,0.01293670592365517,-0.11458821555518454,0.00575002552288837,0.9933121964932323,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0041233403578366,-0.0423024177452125,0.001832595714594,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.1004985492,0.011964113,10.0785687912,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135948828213760,55,1776135948828213760,base_link,0.013140349740137669,-0.11669672632302924,0.005904965293024901,0.99306310809489,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.003665191429188,-0.041844268816564,0.002138028333693,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0969093152999999,0.0215354033999999,10.061819033,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135948929754368,56,1776135948929754368,base_link,0.013391877006261448,-0.11877403521869216,0.005952055974257766,0.9928131542328583,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0048869219055841,-0.041233403578366,-0.0001527163095495,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.1160518961,0.0586241537,10.1084790737,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135949030774528,57,1776135949030774528,base_link,0.013600582579483399,-0.12089272423850732,0.006093589113885866,0.9925536970619786,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0038179077387375,-0.0423024177452125,0.001832595714594,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0921236701,-0.0023928226,10.1024970172,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135949132263168,58,1776135949132263168,base_link,0.013832580138718567,-0.1230128976574284,0.0062315969141761365,0.9922890979631531,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0042760566673861,-0.042149701435663,0.0016798794050445,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0897308475,0.011964113,10.0809616138,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135949233271552,59,1776135949233271552,base_link,0.01408080265959386,-0.12509150414226058,0.006386627258353659,0.9920247262947386,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0045814892864851,-0.041538836197465,0.0019853120241435,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0921236701,0.023928226,10.0749795573,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135949334716416,60,1776135949334716416,base_link,0.014326530006596339,-0.12722500503019843,0.006513094336607643,0.9917490248219045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0045814892864851,-0.042455134054762,0.0013744467859455,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0813559683999999,0.0227318147,10.0833544364,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135949436134144,61,1776135949436134144,base_link,0.014589561038178293,-0.12932625450893964,0.006657397457869562,0.9914724119522893,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0048869219055841,-0.041844268816564,0.0016798794050445,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0729810893,0.0215354033999999,10.0881400816,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135949537516032,62,1776135949537516032,base_link,0.01484306286836162,-0.1314647591031421,0.006786774161175325,0.9911864810897716,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0047342055960346,-0.0426078503643115,0.0013744467859455,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.071784678,0.0023928226,10.0941221381,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135949638503936,63,1776135949638503936,base_link,0.015070187049751691,-0.13357100360402663,0.006950365594040149,0.9909002820045052,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0041233403578366,-0.042149701435663,0.002138028333693,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0789631458,0.011964113,10.0881400816,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135949740259840,64,1776135949740259840,base_link,0.015319260090360285,-0.13570046978145014,0.007096174219692074,0.9906060503968372,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0045814892864851,-0.0423024177452125,0.0016798794050445,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0837487909999999,0.0263210486,10.0797652025,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1776135949841427456,65,1776135949841427456,base_link,0.01554952290765869,-0.1377866924229957,0.007224176636072249,0.9903135114701839,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0042760566673861,-0.0416915525070145,0.0013744467859455,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.0993021378999999,0.0155533468999999,10.0797652025,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
